`torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/338 [00:00<?, ?it/s]Loading weights: 100%|██████████| 338/338 [00:00<00:00, 3759.52it/s]
  [neighbor cache] vocab_size=151936 > 60000, skip
[build] device=cuda  params total=1,657,496,024  trainable=113,781,720
[build] initial memory count = 11
[probe pre-train] {'tail_head_slot1_abs_mean': 0.0, 'vocab_proj_last_abs_mean': 0.0}
[train] Trainer built  batch=3  steps=60
/usr/local/lib/python3.12/dist-packages/torch/autograd/graph.py:869: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /pytorch/aten/src/ATen/cuda/CublasHandlePool.cpp:335.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
step   0  total=481.6660  recon=3.979  sa=9.902  tsa=10.922  va=-0.000  fs=0.000  cs=0.000  dt=19.8s
step  43  total=47.1863  recon=4.826  sa=9.105  tsa=10.724  va=-0.206  fs=3.042  cs=0.000  dt=4.3s
step  44  total=43.5735  recon=3.324  sa=9.084  tsa=10.500  va=-0.199  fs=3.354  cs=0.000  dt=5.2s
step  45  total=45.7495  recon=3.484  sa=9.320  tsa=10.801  va=-0.196  fs=4.042  cs=0.000  dt=3.8s
step  46  total=45.2532  recon=4.188  sa=8.992  tsa=10.664  va=-0.204  fs=2.833  cs=0.000  dt=5.4s
step  47  total=47.9007  recon=4.686  sa=9.106  tsa=10.707  va=-0.205  fs=2.979  cs=0.000  dt=3.8s
step  48  total=43.8816  recon=3.265  sa=9.144  tsa=10.499  va=-0.199  fs=3.229  cs=0.000  dt=5.4s
step  49  total=44.3041  recon=3.397  sa=9.150  tsa=10.767  va=-0.196  fs=4.042  cs=0.000  dt=3.5s
step  50  total=44.7811  recon=4.123  sa=9.011  tsa=10.656  va=-0.204  fs=2.542  cs=0.000  dt=5.3s
step  51  total=47.2175  recon=4.680  sa=9.172  tsa=10.695  va=-0.204  fs=2.771  cs=0.000  dt=3.8s
step  52  total=43.4362  recon=3.186  sa=9.046  tsa=10.513  va=-0.199  fs=3.229  cs=0.017  dt=5.4s
step  53  total=43.3770  recon=3.393  sa=9.157  tsa=10.748  va=-0.197  fs=3.833  cs=0.000  dt=3.7s
step  54  total=44.9270  recon=4.081  sa=9.071  tsa=10.658  va=-0.204  fs=2.729  cs=0.000  dt=5.4s
step  55  total=46.7531  recon=4.699  sa=9.128  tsa=10.679  va=-0.205  fs=2.604  cs=0.000  dt=3.9s
step  56  total=44.5620  recon=3.268  sa=9.096  tsa=10.522  va=-0.199  fs=2.792  cs=0.000  dt=5.3s
step  57  total=46.0898  recon=3.215  sa=9.105  tsa=10.729  va=-0.197  fs=3.771  cs=0.000  dt=4.3s
step  58  total=49.9087  recon=4.080  sa=9.089  tsa=10.660  va=-0.204  fs=2.917  cs=0.000  dt=4.8s
step  59  total=49.2678  recon=4.716  sa=9.049  tsa=10.668  va=-0.205  fs=2.792  cs=0.000  dt=4.3s
[probe post-train] {'tail_head_slot1_abs_mean': 0.0007297309930436313, 'vocab_proj_last_abs_mean': 0.0005491127376444638}
[train] elapsed 335.1s  avg/step=5.58s
[save] wrote ckpt/v346_trained.pt  tensors=202
